TransectSummary-ns3_fixed_cropped_(0-2-6)),TransectSummary-ns3_fixed_cropped_(0-3-7)),TransectSummary-ns3_fixed_cropped_(1-2-16)),TransectSummary-ns3_fixed_cropped_(1-3-17)),TransectSummary-ns3_fixed_cropped_(2-2-26)),TransectSummary-ns3_fixed_cropped_(2-3-27)),TransectSummary-ns3_fixed_cropped_(3-2-36)),TransectSummary-ns3_fixed_cropped_(3-3-37)),TransectSummary-ns3_fixed_cropped_(4-2-46)),TransectSummary-ns3_fixed_cropped_(4-3-47)),TransectSummary-ns3_fixed_cropped_(5-2-56)),TransectSummary-ns3_fixed_cropped_(5-3-57)),TransectSummary-ns3_fixed_cropped_(6-2-66)),TransectSummary-ns3_fixed_cropped_(6-3-67)),TransectSummary-ns3_fixed_cropped_(7-2-76)),TransectSummary-ns3_fixed_cropped_(7-3-77)),TransectSummary-ns3_fixed_cropped_(8-2-86)),TransectSummary-ns3_fixed_cropped_(8-3-87)),TransectSummary-ns3_fixed_cropped_(9-2-96)),TransectSummary-ns3_fixed_cropped_(9-3-97)),TransectSummary-t17_fixed_cropped_(0-2-6)),TransectSummary-t17_fixed_cropped_(0-3-7)),TransectSummary-t17_fixed_cropped_(1-2-16)),TransectSummary-t17_fixed_cropped_(1-3-17)),TransectSummary-t17_fixed_cropped_(2-2-26)),TransectSummary-t17_fixed_cropped_(2-3-27)),TransectSummary-t17_fixed_cropped_(3-2-36)),TransectSummary-t17_fixed_cropped_(3-3-37)),TransectSummary-t17_fixed_cropped_(4-2-46)),TransectSummary-t17_fixed_cropped_(4-3-47)),TransectSummary-t17_fixed_cropped_(5-2-56)),TransectSummary-t17_fixed_cropped_(5-3-57)),TransectSummary-t17_fixed_cropped_(6-2-66)),TransectSummary-t17_fixed_cropped_(6-3-67)),TransectSummary-t17_fixed_cropped_(7-2-76)),TransectSummary-t17_fixed_cropped_(7-3-77)),TransectSummary-t17_fixed_cropped_(8-2-86)),TransectSummary-t17_fixed_cropped_(8-3-87)),TransectSummary-t17_fixed_cropped_(9-2-96)),TransectSummary-t17_fixed_cropped_(9-3-97)),TransectSummary-t19_fixed_cropped_(0-2-6)),TransectSummary-t19_fixed_cropped_(0-3-7)),TransectSummary-t19_fixed_cropped_(1-2-16)),TransectSummary-t19_fixed_cropped_(1-3-17)),TransectSummary-t19_fixed_cropped_(2-2-26)),TransectSummary-t19_fixed_cropped_(2-3-27)),TransectSummary-t19_fixed_cropped_(3-2-36)),TransectSummary-t19_fixed_cropped_(3-3-37)),TransectSummary-t19_fixed_cropped_(4-2-46)),TransectSummary-t19_fixed_cropped_(4-3-47)),TransectSummary-t19_fixed_cropped_(5-2-56)),TransectSummary-t19_fixed_cropped_(5-3-57)),TransectSummary-t19_fixed_cropped_(6-2-66)),TransectSummary-t19_fixed_cropped_(6-3-67)),TransectSummary-t19_fixed_cropped_(7-2-76)),TransectSummary-t19_fixed_cropped_(7-3-77)),TransectSummary-t19_fixed_cropped_(8-2-86)),TransectSummary-t19_fixed_cropped_(8-3-87)),TransectSummary-t19_fixed_cropped_(9-2-96)),TransectSummary-t19_fixed_cropped_(9-3-97)),TransectSummary-t1_fixed_cropped_(0-2-6)),TransectSummary-t1_fixed_cropped_(0-3-7)),TransectSummary-t1_fixed_cropped_(1-2-16)),TransectSummary-t1_fixed_cropped_(1-3-17)),TransectSummary-t1_fixed_cropped_(2-2-26)),TransectSummary-t1_fixed_cropped_(2-3-27)),TransectSummary-t1_fixed_cropped_(3-2-36)),TransectSummary-t1_fixed_cropped_(3-3-37)),TransectSummary-t1_fixed_cropped_(4-2-46)),TransectSummary-t1_fixed_cropped_(4-3-47)),TransectSummary-t1_fixed_cropped_(5-2-56)),TransectSummary-t1_fixed_cropped_(5-3-57)),TransectSummary-t1_fixed_cropped_(6-2-66)),TransectSummary-t1_fixed_cropped_(6-3-67)),TransectSummary-t1_fixed_cropped_(7-2-76)),TransectSummary-t1_fixed_cropped_(7-3-77)),TransectSummary-t1_fixed_cropped_(8-2-86)),TransectSummary-t1_fixed_cropped_(8-3-87)),TransectSummary-t1_fixed_cropped_(9-2-96)),TransectSummary-t1_fixed_cropped_(9-3-97))
 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 9.76185168542, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 19.6730850462, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.41186833287, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669, 7.50270040669
 1.2892566099, 1.10876068452, 1.2892566099, 1.10876068452, 1.2892566099, 1.10876068452, 1.2892566099, 1.10876068452, 1.2892566099, 1.10876068452, 1.2892566099, 1.10876068452, 1.2892566099, 1.10876068452, 1.2892566099, 1.10876068452, 1.2892566099, 1.10876068452, 1.2892566099, 1.10876068452, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 3.62139956113, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 7.45106929003, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109, 1.27425227109
 2.69802187026, 1.61881312216, 2.69802187026, 1.61881312216, 2.69802187026, 1.61881312216, 2.69802187026, 1.61881312216, 2.69802187026, 1.61881312216, 1.41612556338, 0.36819264648, 2.69802187026, 1.61881312216, 2.69802187026, 1.61881312216, 1.41612556338, 0.36819264648, 1.41612556338, 0.36819264648, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 2.52485670052, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 6.00616769974, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291, 3.11257727291
 1.86875372743, 1.12125223646, 1.86875372743, 1.12125223646, 1.86875372743, 1.12125223646, 1.86875372743, 1.12125223646, 1.86875372743, 1.12125223646, 2.27862802669, 0.36458048427, 1.86875372743, 1.12125223646, 1.86875372743, 1.12125223646, 2.27862802669, 0.36458048427, 2.27862802669, 0.36458048427, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.48407872233, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 8.54334031577, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104, 4.87119102104
 2.27862802669, 0.36458048427, 1.14890007926, 0.574450039631, 1.14890007926, 0.574450039631, 1.14890007926, 0.574450039631, 1.14890007926, 0.574450039631, 3.75838823849, 2.4805362374, 2.27862802669, 0.36458048427, 2.27862802669, 0.36458048427, 3.75838823849, 2.4805362374, 3.75838823849, 2.4805362374, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 10.5414932342, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 6.38142822552, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007, 4.71693673007
 3.75838823849, 2.4805362374, 2.5839466113, 1.29197330565, 2.5839466113, 1.29197330565, 2.5839466113, 1.29197330565, 2.5839466113, 1.29197330565, 2.8225197963, 2.8225197963, 3.75838823849, 2.4805362374, 3.75838823849, 2.4805362374, 2.8225197963, 2.8225197963, 2.8225197963, 2.8225197963, 9.14215396206, 7.86225240737, 9.14215396206, 7.86225240737, 9.14215396206, 7.86225240737, 9.14215396206, 7.86225240737, 9.14215396206, 7.86225240737, 9.14215396206, 7.86225240737, 9.14215396206, 7.86225240737, 9.14215396206, 7.86225240737, 9.14215396206, 7.86225240737, 9.14215396206, 7.86225240737, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 8.35979622371, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857, 6.7482533857
 2.8225197963, 2.8225197963, 3.75838823849, 2.4805362374, 3.75838823849, 2.4805362374, 3.75838823849, 2.4805362374, 3.75838823849, 2.4805362374, 3.0724888291, 1.41334486139, 2.8225197963, 2.8225197963, 2.8225197963, 2.8225197963, 2.52503151623, 1.36351701876, 2.52503151623, 1.36351701876, 4.8594492291, 4.17912633703, 4.8594492291, 4.17912633703, 4.8594492291, 4.17912633703, 4.8594492291, 4.17912633703, 4.8594492291, 4.17912633703, 4.8594492291, 4.17912633703, 4.8594492291, 4.17912633703, 4.8594492291, 4.17912633703, 4.8594492291, 4.17912633703, 4.8594492291, 4.17912633703, 8.91299717328, 7.84343751248, 8.91299717328, 7.84343751248, 8.91299717328, 7.84343751248, 8.91299717328, 7.84343751248, 8.91299717328, 7.84343751248, 8.91299717328, 7.84343751248, 8.91299717328, 7.84343751248, 8.91299717328, 7.84343751248, 8.91299717328, 7.84343751248, 8.91299717328, 7.84343751248, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263, 4.23775372263
 3.0724888291, 1.41334486139, 2.8225197963, 2.8225197963, 2.8225197963, 2.8225197963, 2.8225197963, 2.8225197963, 2.8225197963, 2.8225197963, 2.40178392475, 1.10482060539, 2.52503151623, 1.36351701876, 2.52503151623, 1.36351701876, 2.9989909997, 2.9989909997, 2.9989909997, 2.9989909997, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 5.57429352355, 3.99396350483, 3.03541226367, 3.99396350483, 3.03541226367, 3.99396350483, 3.03541226367, 3.99396350483, 3.03541226367, 3.99396350483, 3.03541226367, 3.99396350483, 3.03541226367, 3.99396350483, 3.03541226367, 3.99396350483, 3.03541226367, 3.99396350483, 3.03541226367, 3.99396350483, 3.03541226367, 3.43659539483, 2.84985959571, 3.43659539483, 2.84985959571, 3.43659539483, 2.84985959571, 3.43659539483, 2.84985959571, 3.43659539483, 2.84985959571, 3.43659539483, 2.84985959571, 3.43659539483, 2.84985959571, 3.43659539483, 2.84985959571, 3.43659539483, 2.84985959571, 3.43659539483, 2.84985959571
 2.40178392475, 1.10482060539, 3.0724888291, 1.41334486139, 3.0724888291, 1.41334486139, 3.0724888291, 1.41334486139, 3.0724888291, 1.41334486139, 2.9989909997, 2.9989909997, 2.9989909997, 2.9989909997, 2.9989909997, 2.9989909997, 2.55448624081, 1.07288422114, 4.21156651853, 2.44270858075, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 5.71397096671, 4.83357825844, 0.870044086518, 4.83357825844, 0.870044086518, 4.83357825844, 0.870044086518, 4.83357825844, 0.870044086518, 3.25776045077, 1.62888022538, 3.25776045077, 1.62888022538, 3.25776045077, 1.62888022538, 3.25776045077, 1.62888022538, 3.25776045077, 1.62888022538, 4.83357825844, 0.870044086518, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802, 4.14975398802
 2.9989909997, 2.9989909997, 2.40178392475, 1.10482060539, 2.40178392475, 1.10482060539, 2.40178392475, 1.10482060539, 2.40178392475, 1.10482060539, 2.55448624081, 1.07288422114, 2.55448624081, 1.07288422114, 4.21156651853, 2.44270858075, 3.58957970916, 1.50762347785, 3.2269836699, 3.2269836699, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 3.71090466175, 8.08810424234, 1.29409667877, 8.08810424234, 1.29409667877, 8.08810424234, 1.29409667877, 2.67128933776, 0.0534257867552, 3.57576449301, 2.57455043496, 3.57576449301, 2.57455043496, 3.57576449301, 2.57455043496, 3.57576449301, 2.57455043496, 3.57576449301, 2.57455043496, 8.08810424234, 1.29409667877, 4.36503928301, 3.83271741923, 4.36503928301, 3.83271741923, 4.36503928301, 3.83271741923, 4.36503928301, 3.83271741923, 4.36503928301, 3.83271741923, 4.36503928301, 3.83271741923, 4.36503928301, 3.83271741923, 4.36503928301, 3.83271741923, 4.36503928301, 3.83271741923, 4.36503928301, 3.83271741923
